drug_name,medical_condition,activity,rx_otc,pregnancy_category,alcohol
Vecamyl,Hypertension,0,Rx,C,N
Zaroxolyn,Hypertension,0,Rx,B,X
levothyroxine,Hypothyroidism,100,Rx,A,N
Synthroid,Hypothyroidism,54,Rx,A,N
Armour Thyroid,Hypothyroidism,25,Rx,A,N
Levoxyl,Hypothyroidism,18,Rx,A,N
Cytomel,Hypothyroidism,11,Rx,A,N
Tirosint,Hypothyroidism,11,Rx,A,N
Euthyrox,Hypothyroidism,7,Rx,A,N
liothyronine,Hypothyroidism,7,Rx,A,N
Nature-Throid,Hypothyroidism,7,Rx,A,N
Unithroid,Hypothyroidism,7,Rx,A,N
Westhroid,Hypothyroidism,6,Rx,A,N
Levo-T,Hypothyroidism,5,Rx,A,N
Thyquidity,Hypothyroidism,5,Rx,A,N
thyroid desiccated,Hypothyroidism,5,Rx,A,N
Tirosint-Sol,Hypothyroidism,5,Rx,A,N
NP Thyroid,Hypothyroidism,2,Rx,A,N
Triostat,Hypothyroidism,1,Rx,A,N
WP Thyroid,Hypothyroidism,1,Rx,A,N
budesonide,IBD (Bowel),96,Rx,C,N
prednisone,IBD (Bowel),82,Rx,C,N
mesalamine,IBD (Bowel),74,Rx,B,N
sulfasalazine,IBD (Bowel),60,Rx,B,N
Lialda,IBD (Bowel),53,Rx,B,N
Asacol,IBD (Bowel),52,Rx,B,N
Pentasa,IBD (Bowel),49,Rx,B,N
Apriso,IBD (Bowel),45,Rx,B,N
Remicade,IBD (Bowel),39,Rx,B,N
infliximab,IBD (Bowel),38,Rx,B,N
Asacol HD,IBD (Bowel),37,Rx,B,N
Azulfidine,IBD (Bowel),36,Rx,B,N
Delzicol,IBD (Bowel),35,Rx,B,N
Rowasa,IBD (Bowel),32,Rx,B,N
Entocort EC,IBD (Bowel),31,Rx,C,N
hydrocortisone,IBD (Bowel),17,Rx,C,N
azathioprine,IBD (Bowel),12,Rx,D,N
dexamethasone,IBD (Bowel),11,Rx,C,N
mercaptopurine,IBD (Bowel),9,Rx,D,N
Imuran,IBD (Bowel),8,Rx,D,N
cromolyn,IBD (Bowel),5,Rx,B,N
cyclosporine,IBD (Bowel),5,Rx,C,N
Dexamethasone Intensol,IBD (Bowel),5,Rx,C,N
Gastrocrom,IBD (Bowel),5,Rx,B,N
Acthar,IBD (Bowel),4,Rx,C,N
Cortef,IBD (Bowel),4,Rx,C,N
corticotropin,IBD (Bowel),3,Rx,C,N
Cortifoam,IBD (Bowel),3,Rx,C,N
mycophenolate mofetil,IBD (Bowel),3,Rx,D,N
Cortenema,IBD (Bowel),2,Rx,C,N
De-Sone LA,IBD (Bowel),2,Rx,C,N
Dxevo,IBD (Bowel),2,Rx,C,N
Solu-Cortef,IBD (Bowel),2,Rx,C,N
ZoDex,IBD (Bowel),2,Rx,C,N
Azasan,IBD (Bowel),1,Rx,D,N
Azulfidine EN-tabs,IBD (Bowel),1,Rx,B,N
H.P. Acthar Gel,IBD (Bowel),0,Rx,C,N
oxybutynin,Incontinence,97,Rx/OTC,B,X
Myrbetriq,Incontinence,48,Rx,C,N
VESIcare,Incontinence,38,Rx,C,N
Detrol LA,Incontinence,20,Rx,C,X
tolterodine,Incontinence,16,Rx,C,X
Toviaz,Incontinence,14,Rx,C,N
amitriptyline,Incontinence,11,Rx,C,X
solifenacin,Incontinence,11,Rx,C,N
Oxytrol,Incontinence,10,Rx,B,X
Detrol,Incontinence,9,Rx,C,X
Ditropan XL,Incontinence,9,Rx,B,X
hyoscyamine,Incontinence,9,Rx,C,X
mirabegron,Incontinence,9,Rx,C,N
duloxetine,Incontinence,8,Rx,C,X
trospium,Incontinence,8,Rx,C,X
Gelnique,Incontinence,5,Rx,B,X
Botox,Incontinence,3,Rx,C,N
fesoterodine,Incontinence,3,Rx,C,N
darifenacin,Incontinence,2,Rx,C,N
flavoxate,Incontinence,2,Rx,B,X
onabotulinumtoxinA,Incontinence,1,Rx,C,N
trazodone,Insomnia,98,Rx,C,X
Ambien,Insomnia,61,Rx,C,X
zolpidem,Insomnia,58,Rx,C,X
Belsomra,Insomnia,44,Rx,C,X
suvorexant,Insomnia,33,Rx,C,X
temazepam,Insomnia,31,Rx,X,X
amitriptyline,Insomnia,25,Rx,C,X
Lunesta,Insomnia,25,Rx,C,X
quetiapine,Insomnia,22,Rx,C,X
Restoril,Insomnia,21,Rx,X,X
Ativan,Insomnia,20,Rx,D,X
mirtazapine,Insomnia,20,Rx,C,X
lorazepam,Insomnia,19,Rx,D,X
clonazepam,Insomnia,18,Rx,D,X
gabapentin,Insomnia,17,Rx,C,X
doxepin,Insomnia,16,Rx,N,X
estazolam,Insomnia,15,Rx,X,X
flurazepam,Insomnia,15,Rx,N,X
Halcion,Insomnia,15,Rx,X,X
Ambien CR,Insomnia,13,Rx,C,X
diphenhydramine,Insomnia,13,Rx/OTC,B,X
eszopiclone,Insomnia,13,Rx,C,X
Rozerem,Insomnia,11,Rx,C,X
Silenor,Insomnia,9,Rx,N,X
Sonata,Insomnia,9,Rx,C,X
Advil PM,Insomnia,8,OTC,N,X
doxylamine,Insomnia,7,Rx/OTC,B,X
triazolam,Insomnia,7,Rx,X,X
quazepam,Insomnia,6,Rx,C,X
Edluar,Insomnia,5,Rx,C,X
olanzapine,Insomnia,5,Rx,C,X
Tylenol PM,Insomnia,5,Rx/OTC,N,X
Unisom SleepTabs,Insomnia,5,Rx/OTC,B,X
zaleplon,Insomnia,4,Rx,C,X
Compoz Nighttime Sleep Aid,Insomnia,3,Rx/OTC,B,X
Doral,Insomnia,3,Rx,C,X
ramelteon,Insomnia,3,Rx,C,X
chloral hydrate,Insomnia,2,Rx,C,X
dimenhydrinate,Insomnia,2,Rx/OTC,B,X
diphenhydramine / ibuprofen,Insomnia,2,OTC,N,X
Nytol,Insomnia,2,Rx/OTC,B,X
oxazepam,Insomnia,2,Rx,N,X
pentobarbital,Insomnia,2,Rx,D,X
Simply Sleep,Insomnia,2,Rx/OTC,B,X
Sominex,Insomnia,2,Rx/OTC,B,X
Unisom SleepGels,Insomnia,2,Rx/OTC,B,X
Unisom SleepMelts,Insomnia,2,Rx/OTC,B,X
Zolpimist,Insomnia,2,Rx,C,X
ZzzQuil,Insomnia,2,Rx/OTC,B,X
acetaminophen / diphenhydramine,Insomnia,1,Rx/OTC,N,X
amobarbital,Insomnia,1,Rx,D,X
Ibuprofen PM,Insomnia,1,OTC,N,X
Nighttime Sleepaid,Insomnia,1,Rx/OTC,B,X
Nytol QuickCaps,Insomnia,1,Rx/OTC,B,X
phenobarbital,Insomnia,1,Rx,D,X
Sleep Aid,Insomnia,1,Rx/OTC,B,X
Sleepinal,Insomnia,1,Rx/OTC,B,X
Twilite,Insomnia,1,Rx/OTC,B,X
Z-Sleep,Insomnia,1,Rx/OTC,B,X
Aleve PM,Insomnia,0,OTC,C,X
diphenhydramine / magnesium salicylate,Insomnia,0,OTC,N,X
diphenhydramine / naproxen,Insomnia,0,OTC,C,X
Doans PM,Insomnia,0,OTC,N,X
Equaline Sleep Aid,Insomnia,0,Rx/OTC,B,X
Equate Sleep Aid,Insomnia,0,Rx/OTC,B,X
Headache Relief PM,Insomnia,0,Rx/OTC,N,X
Legatrin PM,Insomnia,0,Rx/OTC,N,X
Midol PM,Insomnia,0,Rx/OTC,N,X
Motrin PM,Insomnia,0,OTC,N,X
Percogesic Extra Strength,Insomnia,0,Rx/OTC,N,X
Percogesic Original Strength,Insomnia,0,Rx/OTC,N,X
esterified estrogens / methyltestosterone,Menopause,97,Rx,X,N
EEMT HS,Menopause,46,Rx,X,N
Covaryx,Menopause,39,Rx,X,N
EEMT,Menopause,30,Rx,X,N
Covaryx HS,Menopause,15,Rx,X,N
sumatriptan,Migraine,96,Rx,C,N
Imitrex,Migraine,52,Rx,C,N
Zomig,Migraine,44,Rx,C,X
Cambia,Migraine,42,Rx,D,X
zolmitriptan,Migraine,36,Rx,C,X
rizatriptan,Migraine,35,Rx,C,N
Maxalt,Migraine,33,Rx,C,N
Elyxyb,Migraine,31,Rx,C,N
Tosymra,Migraine,31,Rx,C,N
gabapentin,Migraine,23,Rx,C,X
Relpax,Migraine,22,Rx,C,N
Excedrin Migraine,Migraine,14,OTC,N,X
Amerge,Migraine,12,Rx,C,N
cyclobenzaprine,Migraine,12,Rx,B,X
Fiorinal,Migraine,12,Rx,C,X
Treximet,Migraine,12,Rx,C,X
Maxalt-MLT,Migraine,11,Rx,C,N
diclofenac,Migraine,10,Rx,D,X
naratriptan,Migraine,9,Rx,C,N
aspirin / butalbital / caffeine,Migraine,8,Rx,C,X
Frova,Migraine,8,Rx,C,N
Botox,Migraine,6,Rx,C,N
eletriptan,Migraine,6,Rx,C,N
Excedrin,Migraine,6,OTC,N,X
Reglan,Migraine,6,Rx,B,X
metoclopramide,Migraine,5,Rx,B,X
almotriptan,Migraine,4,Rx,C,N
naproxen / sumatriptan,Migraine,4,Rx,C,X
venlafaxine,Migraine,4,Rx,C,X
acetaminophen / aspirin / caffeine,Migraine,3,OTC,N,X
cyproheptadine,Migraine,3,Rx,B,X
Imitrex Statdose,Migraine,3,Rx,C,N
Methergine,Migraine,3,Rx,C,N
Migranal,Migraine,3,Rx,X,N
acetaminophen / aspirin / caffeine / salicylamide,Migraine,2,Rx/OTC,N,X
Cafergot,Migraine,2,Rx,X,N
dihydroergotamine,Migraine,2,Rx,X,N
frovatriptan,Migraine,2,Rx,C,N
memantine,Migraine,2,Rx,B,N
Migergot,Migraine,2,Rx,X,N
orphenadrine,Migraine,2,Rx,C,X
Zembrace SymTouch,Migraine,2,Rx,C,N
Zomig-ZMT,Migraine,2,Rx,C,X
caffeine / ergotamine,Migraine,1,Rx,X,N
celecoxib,Migraine,1,Rx,C,N
D.H.E. 45,Migraine,1,Rx,X,N
Ergomar,Migraine,1,Rx,X,N
ergotamine,Migraine,1,Rx,X,N
methylergonovine,Migraine,1,Rx,C,N
onabotulinumtoxinA,Migraine,1,Rx,C,N
Onzetra Xsail,Migraine,1,Rx,C,N
Painaid,Migraine,1,Rx/OTC,N,X
prochlorperazine,Migraine,1,Rx/OTC,N,X
Vanquish,Migraine,1,OTC,N,X
Zomig Nasal Spray,Migraine,1,Rx,C,X
Anacin Advanced Headache Formula,Migraine,0,OTC,N,X
Backaid Inflammatory Pain Formula,Migraine,0,OTC,N,X
Fortabs,Migraine,0,Rx,C,X
Genace,Migraine,0,OTC,N,X
Goody's Extra-Strength Headache Powders,Migraine,0,OTC,N,X
Goody's Extra Strength,Migraine,0,OTC,N,X
Goody's Headache Powders,Migraine,0,OTC,N,X
Migraine Relief,Migraine,0,OTC,N,X
Trudhesa,Migraine,0,Rx,X,N
meloxicam,Osteoarthritis,95,Rx,C,X
Celebrex,Osteoarthritis,78,Rx,C,N
diclofenac,Osteoarthritis,46,Rx,D,X
Mobic,Osteoarthritis,35,Rx,C,X
naproxen,Osteoarthritis,29,Rx/OTC,C,X
celecoxib,Osteoarthritis,27,Rx,C,N
ibuprofen,Osteoarthritis,27,Rx/OTC,C,X
Voltaren,Osteoarthritis,22,Rx,D,X
chondroitin / glucosamine,Osteoarthritis,20,Rx/OTC,N,N
Voltaren Arthritis Pain Gel,Osteoarthritis,19,OTC,C,N
Cymbalta,Osteoarthritis,18,Rx,C,X
diclofenac,Osteoarthritis,17,Rx/OTC,C,N
prednisone,Osteoarthritis,14,Rx,C,N
Aleve,Osteoarthritis,12,Rx/OTC,C,X
Arthrotec,Osteoarthritis,12,Rx,X,X
Cataflam,Osteoarthritis,12,Rx,D,X
aspirin,Osteoarthritis,10,Rx/OTC,N,X
Medrol Dosepak,Osteoarthritis,10,Rx,C,N
nabumetone,Osteoarthritis,10,Rx,C,X
duloxetine,Osteoarthritis,9,Rx,C,X
etodolac,Osteoarthritis,9,Rx,C,X
Advil,Osteoarthritis,8,Rx/OTC,C,X
Motrin,Osteoarthritis,8,Rx/OTC,C,X
Vimovo,Osteoarthritis,8,Rx,C,X
Naprosyn,Osteoarthritis,7,Rx/OTC,C,X
Pennsaid,Osteoarthritis,7,Rx,C,N
Arthritis Pain,Osteoarthritis,6,Rx/OTC,N,X
Ecotrin,Osteoarthritis,6,Rx/OTC,N,X
Zorvolex,Osteoarthritis,6,Rx,D,X
Aspergum,Osteoarthritis,5,Rx/OTC,N,X
Aspiritab,Osteoarthritis,5,Rx/OTC,N,X
Aspirtab,Osteoarthritis,5,Rx/OTC,N,X
Bayer Aspirin,Osteoarthritis,5,Rx/OTC,N,X
Bayer Aspirin Extra Strength Plus,Osteoarthritis,5,Rx/OTC,N,X
Easprin,Osteoarthritis,5,Rx,N,X
Ecpirin,Osteoarthritis,5,Rx/OTC,N,X
Entercote,Osteoarthritis,5,Rx/OTC,N,X
Genacote,Osteoarthritis,5,Rx/OTC,N,X
Halfprin,Osteoarthritis,5,Rx/OTC,N,X
methylprednisolone,Osteoarthritis,5,Rx,C,N
Norwich Aspirin,Osteoarthritis,5,Rx/OTC,N,X
Vazalore,Osteoarthritis,5,Rx/OTC,N,X
Depo-Medrol,Osteoarthritis,4,Rx,C,N
Indocin,Osteoarthritis,4,Rx,C,X
indomethacin,Osteoarthritis,4,Rx,C,X
Proprinal,Osteoarthritis,4,Rx/OTC,C,X
A-G Profen,Osteoarthritis,3,Rx/OTC,C,X
acetaminophen / codeine,Osteoarthritis,3,Rx,C,X
Actiprofen,Osteoarthritis,3,Rx/OTC,C,X
Addaprin,Osteoarthritis,3,Rx/OTC,C,X
Advil Liqui-Gels,Osteoarthritis,3,Rx/OTC,C,X
chondroitin / glucosamine / methylsulfonylmethane,Osteoarthritis,3,OTC,N,N
diclofenac / misoprostol,Osteoarthritis,3,Rx,X,X
Duexis,Osteoarthritis,3,Rx,C,X
Genpril,Osteoarthritis,3,Rx/OTC,C,X
IBU-200,Osteoarthritis,3,Rx/OTC,C,X
Medrol,Osteoarthritis,3,Rx,C,N
Midol IB,Osteoarthritis,3,Rx/OTC,C,X
Motrin IB,Osteoarthritis,3,Rx/OTC,C,X
Naprelan,Osteoarthritis,3,Rx/OTC,C,X
Nuprin,Osteoarthritis,3,Rx/OTC,C,X
Osteo Bi-Flex,Osteoarthritis,3,Rx/OTC,N,N
piroxicam,Osteoarthritis,3,Rx,C,X
Aflaxen,Osteoarthritis,2,Rx/OTC,C,X
All Day Pain Relief,Osteoarthritis,2,Rx/OTC,C,X
All Day Relief,Osteoarthritis,2,Rx/OTC,C,X
Anaprox,Osteoarthritis,2,Rx/OTC,C,X
Anaprox-DS,Osteoarthritis,2,Rx/OTC,C,X
Cosamin DS,Osteoarthritis,2,Rx/OTC,N,N
Diclozor,Osteoarthritis,2,Rx,C,N
diflunisal,Osteoarthritis,2,Rx,C,N
Dolobid,Osteoarthritis,2,Rx,C,N
EC-Naprosyn,Osteoarthritis,2,Rx/OTC,C,X
Feldene,Osteoarthritis,2,Rx,C,X
Flanax Pain Reliever,Osteoarthritis,2,Rx/OTC,C,X
Kenalog-40,Osteoarthritis,2,Rx,C,N
ketoprofen,Osteoarthritis,2,Rx/OTC,C,X
Lofena,Osteoarthritis,2,Rx,D,X
MethylPREDNISolone Dose Pack,Osteoarthritis,2,Rx,C,N
oxaprozin,Osteoarthritis,2,Rx,C,X
Profinac,Osteoarthritis,2,Rx,C,N
salsalate,Osteoarthritis,2,Rx,C,X
Schiff Move Free,Osteoarthritis,2,Rx/OTC,N,N
Solu-Medrol,Osteoarthritis,2,Rx,C,N
sulindac,Osteoarthritis,2,Rx,C,X
triamcinolone,Osteoarthritis,2,Rx,C,N
Xrylix,Osteoarthritis,2,Rx,C,N
Aristospan,Osteoarthritis,1,Rx,C,N
betamethasone,Osteoarthritis,1,Rx,C,N
bioflavonoids,Osteoarthritis,1,Rx/OTC,N,N
capsaicin,Osteoarthritis,1,Rx/OTC,B,N
Celestone Soluspan,Osteoarthritis,1,Rx,C,N
Clinacort,Osteoarthritis,1,Rx,C,N
Clinoril,Osteoarthritis,1,Rx,C,X
cortisone,Osteoarthritis,1,Rx,N,N
Daypro,Osteoarthritis,1,Rx,C,X
esomeprazole / naproxen,Osteoarthritis,1,Rx,C,X
Euflexxa,Osteoarthritis,1,Rx,N,N
Excedrin,Osteoarthritis,1,OTC,N,X
hyaluronan,Osteoarthritis,1,Rx,N,N
Indocin SR,Osteoarthritis,1,Rx,C,X
Kenalog-10,Osteoarthritis,1,Rx,C,N
Limbrel,Osteoarthritis,1,Rx/OTC,N,N
Orthovisc,Osteoarthritis,1,Rx,N,N
Osteo Bi-Flex Advanced,Osteoarthritis,1,OTC,N,N
sodium hyaluronate,Osteoarthritis,1,Rx,N,N
Supartz,Osteoarthritis,1,Rx,N,N
Synvisc,Osteoarthritis,1,Rx,N,N
Synvisc-One,Osteoarthritis,1,Rx,N,N
Zilretta,Osteoarthritis,1,Rx,C,N
Zostrix,Osteoarthritis,1,Rx/OTC,B,N
acetaminophen / aspirin / caffeine,Osteoarthritis,0,OTC,N,X
acetaminophen / aspirin,Osteoarthritis,0,OTC,N,X
acetaminophen / caffeine,Osteoarthritis,0,OTC,N,X
Arthricream,Osteoarthritis,0,OTC,N,N
Asper-Flex,Osteoarthritis,0,OTC,N,N
Axsain,Osteoarthritis,0,Rx/OTC,B,N
Backaid Inflammatory Pain Formula,Osteoarthritis,0,OTC,N,X
Boroleum,Osteoarthritis,0,Rx/OTC,N,N
Capsin,Osteoarthritis,0,Rx/OTC,B,N
Capzasin,Osteoarthritis,0,Rx/OTC,B,N
Capzasin-HP,Osteoarthritis,0,Rx/OTC,B,N
Capzasin-P,Osteoarthritis,0,Rx/OTC,B,N
Castiva Cooling,Osteoarthritis,0,Rx/OTC,N,N
Castiva Warming,Osteoarthritis,0,Rx/OTC,B,N
Choline Magnesium Trisalicylate,Osteoarthritis,0,Rx,C,X
Cidaflex,Osteoarthritis,0,Rx/OTC,N,N
Cosmegen,Osteoarthritis,0,Rx,D,N
dactinomycin,Osteoarthritis,0,Rx,D,N
Durolane,Osteoarthritis,0,Rx,N,N
Eucalyptamint,Osteoarthritis,0,Rx/OTC,N,N
Excedrin Quick Tab,Osteoarthritis,0,OTC,N,X
Excedrin Tension Headache,Osteoarthritis,0,OTC,N,X
Exocaine Plus,Osteoarthritis,0,Rx/OTC,N,N
famotidine / ibuprofen,Osteoarthritis,0,Rx,C,X
fenoprofen,Osteoarthritis,0,Rx,D,X
Fenortho,Osteoarthritis,0,Rx,D,X
flurbiprofen,Osteoarthritis,0,Rx,C,X
Gelsyn-3,Osteoarthritis,0,Rx,N,N
Genace,Osteoarthritis,0,OTC,N,X
Glucoten,Osteoarthritis,0,Rx/OTC,N,N
Goody's Extra Strength,Osteoarthritis,0,OTC,N,X
Gordogesic,Osteoarthritis,0,Rx/OTC,N,N
Heet Triple Action,Osteoarthritis,0,Rx/OTC,N,N
Hyalgan,Osteoarthritis,0,Rx,N,N
hylan g-f 20,Osteoarthritis,0,Rx,N,N
Hymovis,Osteoarthritis,0,Rx,N,N
meclofenamate,Osteoarthritis,0,Rx,N,X
Menthac Arthritis Cream with Capsaicin,Osteoarthritis,0,Rx/OTC,B,N
Mentholatum Deep Heating,Osteoarthritis,0,Rx/OTC,N,N
methyl salicylate,Osteoarthritis,0,Rx/OTC,N,N
Monovisc,Osteoarthritis,0,Rx,N,N
Myoflex,Osteoarthritis,0,OTC,N,N
Nalfon,Osteoarthritis,0,Rx,D,X
OptiFlex Complete,Osteoarthritis,0,Rx/OTC,N,N
Pryflex,Osteoarthritis,0,Rx/OTC,N,N
Relafen DS,Osteoarthritis,0,Rx,C,X
Relamine,Osteoarthritis,0,Rx/OTC,N,N
Salonpas Pain Patch,Osteoarthritis,0,Rx/OTC,N,N
Satogesic,Osteoarthritis,0,Rx/OTC,N,N
Sloan's Liniment,Osteoarthritis,0,Rx/OTC,B,N
Supartz FX,Osteoarthritis,0,Rx,N,N
tolmetin,Osteoarthritis,0,Rx,C,X
trolamine salicylate,Osteoarthritis,0,OTC,N,N
Zostrix Diabetic Foot Pain,Osteoarthritis,0,Rx/OTC,B,N
Zostrix Sports,Osteoarthritis,0,Rx/OTC,B,N
alendronate,Osteoporosis,97,Rx,C,N
Prolia,Osteoporosis,86,Rx,X,N
Fosamax,Osteoporosis,58,Rx,C,N
calcium / vitamin d,Osteoporosis,51,OTC,C,N
denosumab,Osteoporosis,39,Rx,X,N
Boniva,Osteoporosis,34,Rx,C,N
Actonel,Osteoporosis,31,Rx,C,N
calcium carbonate,Osteoporosis,31,OTC,N,N
Forteo,Osteoporosis,25,Rx,C,N
Reclast,Osteoporosis,24,Rx,D,N
Evista,Osteoporosis,21,Rx,X,N
Caltrate 600+D,Osteoporosis,15,OTC,C,N
Citracal + D,Osteoporosis,12,OTC,C,N
risedronate,Osteoporosis,12,Rx,C,N
Caltrate,Osteoporosis,11,OTC,N,N
hydrochlorothiazide,Osteoporosis,11,Rx,B,X
calcium citrate,Osteoporosis,10,Rx/OTC,C,N
ibandronate,Osteoporosis,10,Rx,C,N
raloxifene,Osteoporosis,10,Rx,X,N
Premarin,Osteoporosis,9,Rx,X,N
Atelvia,Osteoporosis,8,Rx,C,N
calcitonin,Osteoporosis,8,Rx,C,N
Zometa,Osteoporosis,7,Rx,D,N
Microzide,Osteoporosis,6,Rx,B,X
teriparatide,Osteoporosis,6,Rx,C,N
Aquazide H,Osteoporosis,5,Rx,B,X
Esidrix,Osteoporosis,5,Rx,B,X
zoledronic acid,Osteoporosis,5,Rx,D,N
alendronate / cholecalciferol,Osteoporosis,4,Rx,C,N
Fosamax Plus D,Osteoporosis,4,Rx,C,N
Binosto,Osteoporosis,3,Rx,C,N
Miacalcin,Osteoporosis,3,Rx,C,N
Aclasta,Osteoporosis,2,Rx,D,N
Calci-Chew,Osteoporosis,2,OTC,N,N
Prempro,Osteoporosis,2,Rx,X,N
Calcitrate with D,Osteoporosis,1,OTC,C,N
calcium gluconate,Osteoporosis,1,Rx/OTC,C,N
calcium lactate,Osteoporosis,1,Rx/OTC,C,N
"calcium phosphate, tribasic",Osteoporosis,1,OTC,N,N
conjugated estrogens,Osteoporosis,1,Rx,X,N
Os-Cal Calcium+D3,Osteoporosis,1,OTC,C,N
Tums Smoothies,Osteoporosis,1,OTC,N,N
bazedoxifene / conjugated estrogens,Osteoporosis,0,Rx,X,N
Cal-GLU,Osteoporosis,0,Rx/OTC,C,N
Cal-Lac,Osteoporosis,0,Rx/OTC,C,N
Calcitrate,Osteoporosis,0,Rx/OTC,C,N
conjugated estrogens / medroxyprogesterone,Osteoporosis,0,Rx,X,N
Duavee,Osteoporosis,0,Rx,X,N
esterified estrogens,Osteoporosis,0,Rx,X,N
estropipate,Osteoporosis,0,Rx,X,N
Menest,Osteoporosis,0,Rx,X,N
Ogen,Osteoporosis,0,Rx,X,N
Os-Cal 500 Chewable,Osteoporosis,0,OTC,C,N
Os-Cal Extra D3,Osteoporosis,0,OTC,C,N
Oystercal-D,Osteoporosis,0,OTC,C,N
Posture,Osteoporosis,0,OTC,N,N
Premarin Intravenous,Osteoporosis,0,Rx,X,N
Premphase,Osteoporosis,0,Rx,X,N
UPCal D,Osteoporosis,0,OTC,C,N
tramadol,Pain,95,Rx,C,X
gabapentin,Pain,77,Rx,C,X
ibuprofen,Pain,58,Rx/OTC,C,X
oxycodone,Pain,52,Rx,N,X
acetaminophen,Pain,51,Rx/OTC,C,X
hydrocodone,Pain,46,Rx,C,X
Tylenol,Pain,43,Rx/OTC,C,X
methadone,Pain,41,Rx,C,X
acetaminophen / hydrocodone,Pain,40,Rx,C,X
Dilaudid,Pain,40,Rx,C,X
buprenorphine,Pain,37,Rx,C,X
OxyContin,Pain,35,Rx,N,X
Buprenex,Pain,34,Rx,C,X
Percocet,Pain,33,Rx,C,X
Paracetamol,Pain,30,Rx/OTC,C,X
Celebrex,Pain,28,Rx,C,N
naproxen,Pain,27,Rx/OTC,C,X
diclofenac,Pain,23,Rx,D,X
ketorolac,Pain,22,Rx,C,X
Ultram,Pain,21,Rx,C,X
amitriptyline,Pain,20,Rx,C,X
acetaminophen / oxycodone,Pain,19,Rx,C,X
Demerol,Pain,17,Rx,C,X
Nucynta,Pain,17,Rx,C,X
Voltaren Arthritis Pain Gel,Pain,14,OTC,C,N
aspirin,Pain,13,Rx/OTC,N,X
hydromorphone,Pain,12,Rx,C,X
Roxicodone,Pain,12,Rx,N,X
Aleve,Pain,11,Rx/OTC,C,X
celecoxib,Pain,11,Rx,C,N
diclofenac,Pain,11,Rx/OTC,C,N
Tylenol Arthritis Pain,Pain,11,Rx/OTC,C,X
acetaminophen / codeine,Pain,10,Rx,C,X
Advil,Pain,10,Rx/OTC,C,X
codeine,Pain,10,Rx,C,X
meloxicam,Pain,10,Rx,C,X
morphine,Pain,10,Rx,C,X
Voltaren,Pain,10,Rx,D,X
Motrin,Pain,9,Rx/OTC,C,X
Fentanyl Transdermal System,Pain,8,Rx,C,X
hydroxyzine,Pain,7,Rx,N,X
lidocaine,Pain,7,Rx/OTC,B,N
nortriptyline,Pain,7,Rx,N,X
pregabalin,Pain,7,Rx,C,X
acetaminophen / tramadol,Pain,6,Rx,C,X
etodolac,Pain,6,Rx,C,X
hydrocodone / ibuprofen,Pain,6,Rx,C,X
Arthritis Pain,Pain,5,Rx/OTC,N,X
Bayer Aspirin,Pain,5,Rx/OTC,N,X
duloxetine,Pain,5,Rx,C,X
fentanyl,Pain,5,Rx,C,X
oxymorphone,Pain,5,Rx,C,X
tapentadol,Pain,5,Rx,C,X
Tylenol 8 Hour,Pain,5,Rx/OTC,C,X
Advil Liqui-Gels,Pain,4,Rx/OTC,C,X
Altenol,Pain,4,Rx/OTC,C,X
Arthritis Pain Relief,Pain,4,Rx/OTC,C,X
Ascriptin,Pain,4,Rx/OTC,N,X
Aspergum,Pain,4,Rx/OTC,N,X
Aspiritab,Pain,4,Rx/OTC,N,X
Aspirtab,Pain,4,Rx/OTC,N,X
Bayer Aspirin Extra Strength Plus,Pain,4,Rx/OTC,N,X
Easprin,Pain,4,Rx,N,X
Ecotrin,Pain,4,Rx/OTC,N,X
Ecpirin,Pain,4,Rx/OTC,N,X
Entercote,Pain,4,Rx/OTC,N,X
Feverall,Pain,4,Rx/OTC,C,X
Flector Patch,Pain,4,Rx,C,N
Genacote,Pain,4,Rx/OTC,N,X
Halfprin,Pain,4,Rx/OTC,N,X
Mapap,Pain,4,Rx/OTC,C,X
meperidine,Pain,4,Rx,C,X
Motrin IB,Pain,4,Rx/OTC,C,X
MS Contin,Pain,4,Rx,C,X
Naprosyn,Pain,4,Rx/OTC,C,X
Norwich Aspirin,Pain,4,Rx/OTC,N,X
Vazalore,Pain,4,Rx/OTC,N,X
7T Gummy ES Chewable Tablets,Pain,3,Rx/OTC,C,X
A-G Profen,Pain,3,Rx/OTC,C,X
Abenol,Pain,3,Rx/OTC,C,X
Acephen,Pain,3,Rx/OTC,C,X
Actamin,Pain,3,Rx/OTC,C,X
Actimol Children's,Pain,3,Rx/OTC,C,X
Actimol Infant,Pain,3,Rx/OTC,C,X
Actiprofen,Pain,3,Rx/OTC,C,X
Addaprin,Pain,3,Rx/OTC,C,X
Advil Children's,Pain,3,Rx/OTC,C,X
Advil Infant's Concentrated Drops,Pain,3,Rx/OTC,C,X
Advil Migraine,Pain,3,Rx/OTC,C,X
Aminofen,Pain,3,Rx/OTC,C,X
Anacin Aspirin Free,Pain,3,Rx/OTC,C,X
Apra,Pain,3,Rx/OTC,C,X
Atasol,Pain,3,Rx/OTC,C,X
Aurophen,Pain,3,Rx/OTC,C,X
Caldolor,Pain,3,Rx/OTC,C,X
Cataflam,Pain,3,Rx,D,X
Cetafen,Pain,3,Rx/OTC,C,X
Children's Motrin,Pain,3,Rx/OTC,C,X
Children's Silapap,Pain,3,Rx/OTC,C,X
